pheno_name	test_p	residuals_norm_p	het_test_p
OTU-B_624	0.495933332482207	0.263798376527632	0.996817207200931
OTU-B_1288	0.999985994095479	0.36790145909103	0.946449010410463
OTU-B_3245	0.00073679619100136	3.81489119651521e-10	0.311047972399603
OTU-B_1269	0.698146842127183	5.55558670450392e-13	0.000467509350706379
OTU-B_404	3.6482411095719e-09	0.910991527194874	0.717839231023943
OTU-B_2134	0.0556637791773084	0.00530168010448803	0.585674830448882
OTU-B_839	0.0851891572162361	0.0675927015207377	0.538939206303364
OTU-B_1721	0.424145194894999	0.297055001813819	0.725332814410148
OTU-B_1789	0.486282191724127	0.270294697226189	0.667140971036443
OTU-B_1589	0.500975497582083	0.255773933533164	0.965290744047492
OTU-B_140	6.08041801606022e-07	0.633670924640217	0.766920791371053
OTU-B_447	0.32148335491011	0.0485197730003116	0.390427113950621
OTU-B_2691	0.114040384686121	0.00134275511051024	0.532838577192942
OTU-B_1108	0.962390964698803	0.802263611992567	0.615057856593377
OTU-B_3351	0.219263155294121	9.62914645008719e-08	0.146205709674209
OTU-B_1614	0.639644942116651	0.0084832914127518	0.448272561735234
OTU-B_1294	0.121528568756064	0.649534200942809	0.695345949740512
OTU-B_1181	0.0400406487036639	0.317325257493221	0.890143891792576
OTU-B_1265	0.814269473586485	0.651844893616337	0.850281225627871
OTU-B_1375	0.000142133986949478	0.748164739741011	0.695563396382624
OTU-B_492	0.26537869124358	0.0801280930534635	0.757905362787044
OTU-B_3675	0.425954555006929	1.52783888723562e-05	0.791838879046304
OTU-B_959	0.121541064702419	0.0756224509617028	0.705866882886966
OTU-B_3265	5.92140477172831e-09	7.76165816743984e-11	0.580075302123645
OTU-B_692	0.489227234459084	0.886906480639639	0.979260430040175
OTU-B_103	0.907403016704179	0.942881144146569	0.567387055057349
OTU-B_1271	0.999985994095479	0.81844481514488	0.977457597634509
OTU-B_3126	0.0141041710047299	5.25786109638632e-05	0.17115121249569
OTU-B_2606	0.337166564503979	0.00153502254225223	0.196554718448252
OTU-B_2392	0.524479199348917	0.000131045240127514	0.431925503755104
OTU-B_1153	0.565167609976597	0.0661339905029966	0.947466422597585
OTU-B_53	0.746162314200279	0.36658114948843	0.928611399025125
OTU-B_1130	0.967785736123012	0.871240252999505	0.844558778373675
OTU-B_2343	0.00157571551988571	0.000388598263159052	0.375358793080165
OTU-B_466	0.0445049764625918	0.385270804946592	0.745586244024585
OTU-B_2479	0.920891954196171	0.0724476446561234	0.718418380821792
OTU-B_548	0.999985994095479	0.883063564720555	0.597393160807143
OTU-B_1927	0.325564178811312	0.248878137870144	0.68496964997992
OTU-B_2066	0.654319619183828	0.000792227553830728	0.600316011378233
OTU-B_3774	0.1059298116222	5.47808429463718e-09	0.289194594098226
OTU-B_3777	0.181492178069201	3.40232384223662e-07	0.292212327772708
OTU-B_451	0.00904435282440593	0.0240443854678254	0.345059994110099
OTU-B_1123	0.140713052045631	0.00755384867949215	0.580012339627767
OTU-B_2572	0.999985994095479	1.06335170072106e-16	0.00418205080163458
OTU-B_1260	0.11930638149413	0.139288209941093	0.90304678226092
OTU-B_1377	0.338244281964939	0.00373544796162831	0.63150471607209
OTU-B_1646	0.797356462096257	0.23262349246648	0.932098770217558
OTU-B_2433	0.766032575180083	0.2626958019373	0.59725651053398
OTU-B_712	0.509236409609408	0.00253950919229994	0.230075056100552
OTU-B_1237	0.971498100356353	0.0860962329166321	0.974083584603266
OTU-B_1717	0.773753808357726	0.939623909778741	0.919929921557918
OTU-B_3045	0.0738732913987423	0.0695548149564956	0.519035598085625
OTU-B_1626	0.0027437630229144	0.00491643238465465	0.447500213317202
OTU-B_3457	0.116168368696512	0.00114867912820419	0.783488344621703
OTU-B_3	0.0223381002379311	0.415794385322221	0.888758065726204
OTU-B_85	0.784761119250671	0.668896935046185	0.78812387675777
OTU-B_387	0.506165844880842	0.0477181104799339	0.929589893235656
OTU-B_367	0.0118332520869185	0.216947372547748	0.678288337964896
OTU-B_9	0.104486386493169	0.285390943661442	0.679846353660644
OTU-B_16	0.220699116149778	0.832559539320139	0.969225287873479
OTU-B_25	0.999985994095479	0.689092989024238	0.818671817810258
OTU-B_155	0.076362518352663	0.574213275216289	0.791644250033084
OTU-B_1078	0.734612868618799	0.00111858683008522	0.556598832687138
OTU-B_2025	0.362593138689075	0.100463860586605	0.563787459523908
OTU-B_2239	0.0400807340143809	0.000399773890054384	0.299674699988995
OTU-B_2468	0.000132673289229288	2.30499632146279e-07	0.0636003739787907
OTU-B_1001	0.0933662209493219	0.183719384694594	0.820387585291737
OTU-B_77	0.103090560900011	0.553309845733797	9.87692628745776e-241
OTU-B_911	0.421297568035774	0.277302747101374	0.597300983545179
OTU-B_135	0.298788490803239	0.398044914049397	0.80236481934047
OTU-B_2154	0.0522081079181693	2.92930544934868e-06	0.477876152694125
OTU-B_3529	0.999985994095479	0.000593696518332624	0.481125413884795
OTU-B_3159	0.746162314200279	0.000603491397965371	0.505056920870979
OTU-B_2422	0.99875414039139	0.618137112822262	0.336615231545593
OTU-B_2444	0.0447716949951508	0.388770187203484	0.950920071846266
OTU-B_228	0.527679742097035	0.596216229609436	0.916356282684345
OTU-B_96	0.0683577234593009	0.0695712687199296	0.45274936417758
OTU-B_1505	0.999985994095479	0.951175537921691	0.819191153055723
OTU-B_520	0.654940950329709	6.49427808211454e-08	0.184403209199746
OTU-B_3071	0.166889064672773	2.39058905848195e-05	0.445132199957786
OTU-B_1039	0.965701055890794	0.0200160999446232	0.607640137757855
OTU-B_1651	0.236484014097492	0.0610139864253387	0.725772671444048
OTU-B_2287	0.0576009329556156	0.310369166515039	0.54742437805628
OTU-B_900	0.00720466697573427	0.422938909843199	0.562764427373392
OTU-B_676	0.886665760548427	0.00510920394813615	0.85106203818108
OTU-B_3766	0.216867127540745	0.00114523403221578	0.681007941999205
OTU-B_3124	0.999985994095479	1.34220951094748e-06	0.383883360045134
OTU-B_3588	0.00387142826054351	1.22824982854583e-07	0.744218058849795
OTU-B_1100	0.765034930431481	0.0930190713462775	0.782688592028236
OTU-B_3048	0.897867888454294	0.00914655463273585	0.720572747948757
OTU-B_2060	0.900224902497789	0.72450359261152	0.700543664867531
OTU-B_2387	0.981327042535602	0.0542913973995268	0.678787449353144
OTU-B_19	0.0391711190958473	0.512536602435602	0.786642092069844
OTU-B_956	0.684366248308727	0.00994730946122439	0.389065745023065
OTU-B_115	0.209940972423594	0.0011303953639833	0.71541369761035
OTU-B_308	0.743079016041602	1.51559230239725e-06	0.325001328341508
OTU-B_2973	0.97835611818802	0.00032581227887835	0.333682793382047
OTU-B_840	0.135935402675	4.00747068792932e-09	0.021321122678269
OTU-B_2110	0.0370444307102684	0.0460990880006532	0.794791445214548
OTU-B_648	0.999985994095479	1.40259071170929e-07	0.289875057359385
OTU-B_1757	0.999985994095479	7.25869014354372e-05	0.384280269508937
OTU-B_2948	0.698295445350764	3.16814753341456e-05	0.690172355701415
OTU-B_494	0.999985994095479	1.46598823563857e-05	0.181907872527107
OTU-B_1341	0.260843488918355	5.65956980058865e-05	0.987828292312139
OTU-B_2004	0.84718957247393	0.214603447152781	0.998885120641547
OTU-B_2741	0.950753890916779	0.0994314775713034	0.433128702515385
OTU-B_3608	0.000226615677704037	1.92296300286387e-08	0.21296023152111
OTU-B_2657	0.275395736092498	0.00848883123909132	0.478129549467758
OTU-B_1483	0.751484010496354	0.0319348265103243	0.86327128009043
OTU-B_143	0.462502812583939	0.00452445247787017	0.983056613538012
OTU-B_1199	0.951649878645015	0.721258935089739	0.515476801468183
OTU-B_2778	0.0091033149421807	0.00031434703628607	0.489922053672159
OTU-B_3433	0.22544314166595	2.63623753388446e-09	0.092152105897772
OTU-B_344	0.0032406858112039	1.31480803280269e-13	0.00414232563130338
OTU-B_2238	0.999985994095479	0.0483090603700373	0.46502074348459
OTU-B_2294	0.815217771198994	2.73521507396199e-06	0.0699880348900861
OTU-B_11	0.999985994095479	0.00330724723572742	0.520845231285394
OTU-B_1053	0.999985994095479	0.475702150018842	0.762225740218647
OTU-B_2556	0.941426655788495	0.000832240268972046	0.450053051695527
OTU-B_3724	0.0734377034471552	4.41948771191085e-08	0.224754074335156
OTU-B_335	0.787045935025011	0.0158343157867706	0.448687937637992
OTU-B_1026	0.909280852557962	0.220577167556805	0.339544243430868
OTU-B_68	0.0205245934408737	0.106908591073792	1.39777914668249e-274
OTU-B_636	0.41356953616882	7.91129861671895e-09	0.476557871276467
OTU-B_383	0.674647225186117	0.034472348642555	0.836523095006488
OTU-B_455	0.999985994095479	5.39847216578595e-05	0.638474987515438
OTU-B_181	0.999985994095479	0.00294321049105088	0.81726440003193
OTU-B_1275	0.999985994095479	0.0455938159987743	0.864895611914559
OTU-B_693	0.999985994095479	0.000845909273094274	0.340066796142869
OTU-B_3641	0.333606570903695	1.65800808947914e-09	0.419400057003556
OTU-B_933	0.196217162481819	0.0209821030751356	0.874071823038915
OTU-B_3193	0.999985994095479	2.94540479393831e-07	0.721541501332907
OTU-B_2101	0.999985994095479	0.00661364218811269	0.336635741413761
OTU-B_3410	0.584249703571272	2.04230246802003e-09	0.523911248757388
OTU-B_1969	0.999985994095479	0.0612104992067356	0.279884601251503
OTU-B_44	0.0708647205616054	0.959521500975251	0.981863886235857
OTU-B_829	0.0110232428539318	0.0043533741141292	0.783015329354377
OTU-B_2001	0.999985994095479	0.603956783710836	0.948907081138316
OTU-B_247	0.743079016041602	9.21450325812305e-13	0.000186870668680966
OTU-B_1459	0.000600412986366949	1.63917905596672e-06	0.975841093099996
OTU-B_981	0.172334574695404	0.00734881786823755	0.764375822567082
OTU-B_773	0.999985994095479	3.69648840987665e-05	0.139468336086773
OTU-B_2171	0.999985994095479	0.0441752814330321	0.670117788006375
OTU-B_2540	0.999985994095479	0.0179843022925622	0.588256951970652
OTU-B_1884	0.946809507524398	0.00189379648314139	0.0586449702540743
OTU-B_97	0.999985994095479	3.4890411213328e-11	0.0382369973101583
OTU-B_2790	0.811090600464513	2.714809946677e-05	0.262497550101512
OTU-B_1215	0.931865078761487	0.42615632839492	0.734819012425525
OTU-B_562	0.999985994095479	3.884455489242e-07	0.100396538404372
OTU-B_741	0.258037996581863	1.13922987626125e-07	0.502872160279713
OTU-B_64	0.603986475183599	0.220582176859121	0.834778642303772
OTU-B_1497	0.489227234459084	3.10296527875275e-08	0.00709133207014948
OTU-B_2960	0.999985994095479	4.56587750842076e-09	0.211412900048327
OTU-B_1021	0.826804333731374	0.00322861787725923	0.406772317814267
OTU-B_1926	0.999985994095479	0.0307655577268652	0.627096148577254
OTU-B_3144	0.527679742097035	0.0143967225767472	0.534604394737835
OTU-B_3089	0.861074273749702	2.43225404622811e-11	0.234203440132985
OTU-B_2837	0.809404121982332	0.000193875442763011	0.292498501169868
OTU-B_3509	0.883612214131108	5.41246341769295e-11	0.416128910353848
OTU-B_2234	0.999985994095479	0.0478385447240072	0.543616296210409
OTU-B_2651	0.999985994095479	0.0299526961131431	0.869658672941464
OTU-B_401	0.00697623302675168	2.54609426442921e-11	0.0130730650615332
OTU-B_745	0.999985994095479	5.37166237469018e-06	0.171717322761881
OTU-B_1093	0.987634810359599	3.81987708529168e-05	0.615697302675064
OTU-B_2447	0.766032575180083	0.00275062996491747	0.463039124219948
OTU-B_1096	0.999985994095479	0.0537978149729077	0.466800810691995
OTU-B_412	0.408488857376101	7.73864645358806e-10	0.0660136359541778
OTU-B_2964	0.851759352453412	1.61102221126574e-06	0.504825760699116
OTU-B_779	0.999985994095479	6.27947389197414e-12	2.47436338888314e-06
OTU-B_1295	0.330423747069445	0.313210636585225	0.901510146594127
OTU-B_24	2.27070656744869e-07	0.586905312565193	0.802059588432084
OTU-B_3243	0.429154273384555	7.99866897218149e-16	0.0568685720578999
OTU-B_83	7.70292586551157e-05	0.000141518796435561	0.0692212920131999
OTU-B_665	1.40069474775938e-12	3.32133669511613e-08	0.365667834042851
OTU-B_659	0.0168854273665451	6.76311791931086e-05	0.1067812435534
OTU-B_1034	0.0143110888155226	9.57399914251937e-07	0.698437874636064
OTU-B_1147	0.999657863126284	4.60965721617402e-06	0.775223091928932
OTU-B_3073	0.999985994095479	0.00193824188346625	0.882940606165436
OTU-B_572	0.999985994095479	7.73803620309849e-10	0.03942575809502
OTU-B_159	0.0781872759993158	0.44581560031713	0.770796116682045
OTU-B_330	0.999985994095479	9.59390539100305e-10	1.88891624215127e-05
OTU-B_49	0.013651366092265	0.0632787194811294	1.25390310128224e-96
OTU-B_3427	0.319136663284336	8.8325918395355e-16	0.0463987913778663
OTU-B_111	0.999985994095479	0.661621908910599	0.997804409103781
OTU-B_507	1.9081428550777e-07	1.8400037110099e-11	0.461972563417611
OTU-B_1120	0.999985994095479	0.214238880089003	0.581008569193473
OTU-B_1186	0.0500191181889347	0.0010404931812275	0.471590799935954
OTU-B_50	0.735129759560864	0.000642262101127184	0.0637572430541613
OTU-B_884	0.191291238367005	1.99813278633517e-08	0.442182618771634
OTU-B_1791	0.0652812249053799	2.73294708807595e-05	0.830331969395563
OTU-B_1242	0.999985994095479	1.03900361072716e-05	0.848758513043055
OTU-B_306	0.908525765617663	1.01610354019176e-05	0.727078411117619
OTU-B_1653	0.207574360802341	0.000343780932404758	0.720591277586264
OTU-B_410	0.372411993663195	1.00753166519162e-06	0.141006663973918
OTU-B_448	0.999985994095479	8.02544268959913e-10	0.016937874333408
OTU-B_1027	0.999985994095479	0.102433048162955	0.432775052893261
OTU-B_1565	0.230307302932957	0.0651788614900003	0.303616788466479
OTU-B_1113	1.97389908241945e-05	2.60811198618525e-10	0.981245814939354
OTU-B_2495	0.999985994095479	4.09075246482845e-06	0.253310093823326
OTU-B_564	0.746162314200279	5.92660519520919e-05	0.0436662738213545
OTU-B_176	0.329332447809823	0.475655305804238	0.885730732488857
OTU-B_2000	0.0719810358078293	6.87948502900677e-06	0.118695705406612
OTU-B_1479	0.999985994095479	0.000504887612316202	0.837370439943646
OTU-B_1447	0.22282597974284	0.0784186039098597	0.649196102977247
OTU-B_120	0.0137845866103647	1.27184175527878e-09	0.0426368391906707
OTU-B_2487	0.866899827592619	0.00137110713725819	0.524221700522166
OTU-B_968	0.999985994095479	6.84335141562981e-08	0.913032617013082
OTU-B_498	6.67815598863948e-73	0.000608039269635372	0.482352581618165
OTU-B_2803	0.380538656976312	9.0483901213774e-08	0.283253992656991
OTU-B_2139	0.820871104488913	5.06839853382028e-10	0.0386248062669852
OTU-B_2152	0.871619390470322	9.60033185577284e-05	0.625295188122084
OTU-B_177	0.860324099552396	0.644114867742191	0.887495749463963
OTU-B_3059	0.736545912957806	1.23132989357953e-07	0.442131593480727
OTU-B_260	0.0813589514974411	1.55750842192372e-09	0.0154440198808815
OTU-B_408	0.0575804448705977	2.70439734047916e-12	0.00937947293064561
OTU-B_2901	0.11052333229639	0.117880217730434	0.695714171366287
OTU-B_3058	0.86018839481609	0.00142480433994739	0.575150711554482
OTU-B_2607	0.999985994095479	9.35518774489036e-05	0.662994632778118
OTU-B_1203	0.00586021312360431	7.63497221281053e-07	0.939205949612468
OTU-B_2851	0.0112006142502525	1.69243011546937e-10	0.185500810951073
OTU-B_3530	0.354718662332638	1.84677451751918e-08	0.678346110831395
OTU-B_3518	0.73104746451021	1.54878449979512e-09	0.443420351139629
OTU-B_1141	0.999985994095479	0.146615814650685	0.882275604780588
OTU-B_3763	0.135498740587031	2.15091011478236e-11	0.398616582864842
OTU-B_2162	0.900191445970437	0.0185356596612832	0.496996261711584
OTU-B_1826	0.679879359528073	0.0010627987650751	0.111077578333702
OTU-B_1287	0.999985994095479	0.230113718931688	0.791857211869337
OTU-B_3550	0.164725973633972	3.16491485571183e-06	0.48029149340245
OTU-B_762	0.962736622660222	0.00557982351468465	0.859318708574041
OTU-B_3771	0.430605473899962	8.62991100440761e-13	0.110814957251189
OTU-B_1397	0.961121453315612	3.4671206923135e-05	0.897504148387297
OTU-B_1872	0.570507132441048	0.000250561749300586	0.821624969842629
OTU-B_1764	0.999985994095479	0.0003031649415296	0.243915138462494
OTU-B_2379	0.651860897856346	0.00164471385594319	0.407903174345861
OTU-B_2575	0.814269473586485	0.000323661454691049	0.180915727221771
OTU-B_3379	0.674647225186117	1.45944314729816e-09	0.304832710955589
OTU-B_1908	0.921057519270572	0.00304740392751404	0.549455154694502
OTU-B_2794	0.42167356268633	7.18602003294225e-05	0.423439131399245
OTU-B_2896	0.712972063081607	1.36682408557837e-10	0.420376708940076
OTU-B_913	0.156888813588507	0.00297700273362877	0.558463242368072
OTU-B_752	0.685307533264131	0.00163467225335176	0.335604166793493
OTU-B_1533	0.725753980267029	0.183395611041541	0.834197226331095
OTU-B_1522	0.0301914197635662	6.97293147242698e-05	0.861955131570318
OTU-B_753	0.962390964698803	0.000944993523420657	0.42360755315779
OTU-B_789	0.873357846177444	1.32227737599886e-06	0.0101125361993004
OTU-B_60	0.999985994095479	0.0601131090820433	0.497236981926601
OTU-B_517	0.999985994095479	1.74626999904901e-05	0.094343999581678
OTU-B_1818	0.999985994095479	0.0216647429621577	0.83810611608601
OTU-B_3087	0.896883007795947	1.75320398943158e-05	0.498625379063002
OTU-B_6	0.38051178217112	0.493016195654601	7.20296736610165e-07
OTU-B_1190	0.289191522872072	0.000583616220130626	0.203599751259612
OTU-B_1082	0.736226968912833	0.000338878344166351	0.166445095931585
OTU-B_3236	0.414818422226002	0.0039871411245011	0.56660378436064
OTU-B_3797	0.654237748679364	5.9924323901747e-16	0.129462830910326
OTU-B_99	0.85298885225517	0.0224932168963129	0.35129741423376
OTU-B_323	0.762658532289538	2.79549452969894e-06	0.0397490878748352
OTU-B_2571	0.427453558695302	0.00190590461019135	0.332332380838075
OTU-B_3356	0.0399896968471307	4.41261799991766e-10	0.242358941364039
OTU-B_3252	0.588730238481131	0.0116322110091551	0.860341278171273
OTU-B_33	0.420750726250835	0.418839721731357	0.387615966778135
OTU-B_196	0.437879784421864	4.70338365399202e-07	0.420385634838067
OTU-B_2509	0.999985994095479	0.0268285109261479	0.424909514540993
OTU-B_1176	0.999985994095479	1.99805520754841e-05	0.0133068838374352
OTU-B_384	0.999985994095479	0.000597531118586554	0.531745685052138
OTU-B_1778	0.95114352889247	0.0317111673544807	0.453362580548252
OTU-B_2508	0.112457618890432	6.8913870841534e-06	0.319643881529413
OTU-B_1140	0.999985994095479	0.242527697342651	0.509387160713964
OTU-B_886	0.948665250978147	0.0175966983026639	0.441351214349543
OTU-B_1745	0.999985994095479	0.242236427991597	0.419758828868058
OTU-B_1853	0.999985994095479	0.0844845952354615	0.107016247605988
OTU-B_3261	0.999985994095479	0.00036974155089742	0.140701218187663
OTU-B_202	0.999985994095479	1.50760942702017e-11	2.59725853650582e-07
OTU-B_275	0.157365907275275	5.53408060762771e-10	0.44980824520445
OTU-B_482	0.999985994095479	8.28925823182198e-10	0.283920930396749
OTU-B_1612	0.999985994095479	0.000241342206547287	0.7709982615474
OTU-B_1099	0.230307302932957	2.8454962833194e-06	0.42766634534713
OTU-B_2304	0.999985994095479	0.0335268849486371	0.441081313676589
OTU-B_2719	0.814269473586485	5.24766898686809e-06	0.387928494894762
OTU-B_1719	0.999985994095479	0.329809389099529	0.248417473730116
OTU-B_3083	0.437302099237329	2.34167210128106e-11	0.034044205372571
OTU-B_2018	0.99664622221699	0.42953350753886	0.533597558562846
OTU-B_3527	0.83088540035211	0.00043631789882625	0.538710330235587
OTU-B_3767	0.35106935781827	3.76510586605908e-07	0.541809424485769
OTU-B_73	0.477140093504785	0.352291843463769	0.585592096532562
OTU-B_674	0.304449599212413	1.06833540144918e-07	0.328231273697699
OTU-B_1445	0.322606177260608	0.0983771696830889	0.897519851744706
OTU-B_1573	0.980496907732154	0.000595701363172822	0.869710054742605
OTU-B_3334	0.000142133986949478	3.34076255604979e-09	0.254295826827347
OTU-B_2799	0.967785736123012	0.000574411222221702	0.523792544116493
OTU-B_1223	0.743079016041602	0.00419753503044676	0.583143705457112
OTU-B_355	0.74108651981447	1.10464626513426e-07	0.0256909322158478
OTU-B_374	0.95114352889247	4.18607920433819e-07	0.06428871062539
OTU-B_1852	0.825155048051637	0.044043799356107	0.882217218573297
OTU-B_962	0.80861243264459	0.00154674082569524	0.332584614518225
OTU-B_2026	0.103257808019569	0.0593837422721704	0.735370038950933
OTU-B_3010	0.999985994095479	8.84775643474294e-06	0.462693536811264
OTU-B_1031	0.988146873964471	0.000242482145998288	0.970102033350366
OTU-B_166	0.158890285676584	0.722071032938551	5.76887968728199e-191
OTU-B_3230	0.0367659590205846	2.47204934555681e-10	0.45808995744227
OTU-B_794	0.900191445970437	0.000669304562784063	0.692329433230426
OTU-B_1098	0.999985994095479	0.00128850013717335	0.266570654740541
OTU-B_2174	0.999985994095479	2.22259817733904e-05	0.408510664708016
OTU-B_3023	0.311545918096608	0.00465765890806873	0.574163691371457
OTU-B_1480	0.999985994095479	0.00221152870322806	0.97854181942796
OTU-B_2498	0.999985994095479	0.0012482393239965	0.72085788579551
OTU-B_318	0.999985994095479	2.8253721379732e-07	0.00701382446425281
OTU-B_1607	0.999985994095479	0.000244442967845801	0.714517072958801
OTU-B_2406	0.999985994095479	0.343700700869615	0.942323330283576
OTU-B_2559	0.709722321051767	0.00154416203249718	0.640595209414905
OTU-B_2866	0.717072991524949	0.0010227736894395	0.422057738638837
OTU-B_2448	0.999985994095479	0.00116401271898672	0.569344082912277
OTU-B_835	0.751484010496354	7.85615954025831e-05	0.348255889634678
OTU-B_2321	0.480621158914379	0.0431770565474658	0.651481188485026
OTU-B_2912	0.117765458435987	0.00204853225173833	0.445338776587459
OTU-B_2899	0.309172645920299	5.07353149350414e-05	0.505578057549101
OTU-B_2913	0.743079016041602	0.000142002439276624	0.629439729400398
OTU-B_2950	0.999985994095479	0.000438970064704621	0.539488033277413
OTU-B_3244	0.442532525642794	9.01588657282643e-07	0.19756749698289
OTU-B_8	0.0446950206862606	0.271699177786825	0.895901442402801
OTU-B_3331	0.999985994095479	7.94275829163996e-21	8.64759790865813e-07
OTU-B_571	0.155040161641089	3.33863275450173e-06	0.726801106517173
OTU-B_2670	0.0989675132878323	2.86063249929363e-13	0.0291399469736501
OTU-B_17	0.0951277337888956	0.135267585326337	0.765764300578642
OTU-B_3642	0.840261725722791	4.34037452196662e-06	0.658244335772777
OTU-B_21	0.0118325961708143	0.921987471639004	0.852116519030563
OTU-B_26	0.301892192455325	0.146973797307962	0.84982045850543
OTU-B_518	0.999985994095479	0.00987722269993639	0.455911271698557
OTU-B_2019	0.85423397655541	0.231471280283878	0.967089838180546
OTU-B_2369	0.814269473586485	0.000422079096313351	0.726265549130387
OTU-B_2145	0.999985994095479	0.952277521977255	0.590358258970455
OTU-B_212	0.999985994095479	0.0224962024038794	0.844930233471132
OTU-B_1262	0.99664622221699	2.78268472093256e-05	0.0878558755371159
OTU-B_223	0.131051855731343	7.39126627726262e-09	0.0482390353567848
OTU-B_2647	0.509763147853176	2.26565488206905e-06	0.380825287405221
